Hotel_Name,Location,Address,Cost,Property_type,Likes,Rating,Review
The View Hotel,Lekki,"Lekki, Lagos - 1 Godwin Omene Str, Off Chief Collins Uchidiuno Cr...",40000,Hotel,599,NA,NA
Protea Hotel Kuramo Waters,Victoria Island,"Victoria Island, Lagos - Kuramo Waters Close, Off Akin Ogunlewe St",106000,Hotel,2452,NA,NA
Crownedge Hotels,Ikeja,"Ikeja, Lagos - 13 Afolabi Aina Street, Beside Alade Market - Off ...",22000,Hotel,1124,6.1 Very Good,From 15 reviews
Presken Hotel And Suites (Allen),Ikeja,"Ikeja, Lagos - 15 - 21 Majekodunmi Street, Off Allen Avenue, By O...",20000,Hotel,672,6.5 Very Good,From 9 reviews
Nevada Hotels And Suites,Lekki,"Lekki, Lagos - 3 Aaron Irabor Street, Off Alh. Prince Raufu Ishol...",18000,Hotel,2058,7.2 Very Good,From 16 reviews
Dmatel Hotels Ikota,Lekki Phase 2,"Lekki Phase 2, Lagos - Royal Villa Estate, Beside Ascon Filling Station, ...",13000,Hotel,1172,6.3 Very Good,From 3 reviews
Park Lane Hotel,Ajao Estate,"Ajao Estate, Lagos - 40 Asa Afariogun, Eleganza Junction, Ajao Estate",17000,Budget Hotel,1116,NA,NA
H210 Hotel,Victoria Island,"Victoria Island, Lagos - 210, Muri Okunola Street.",40000,Hotel,908,NA,NA
Southern Sun Ikoyi Hotel,Ikoyi,"Ikoyi, Lagos - 47 Alfred Rewane Road Ikoyi",192820,Hotel,2764,NA,NA
Swanky Suites In Grandview,Magodo,"Magodo, Lagos - Block 52 Plot 1, Emmanuel Keshi Magodo GRA Lagos",14200,Hotel,538,NA,NA
House B Guest House,Magodo,"Magodo, Lagos - 10, Sebastine Street, Off Association Avenue, Shan...",20500,Guest House,1038,6.5 Very Good,From 17 reviews
MAXTON SUITES,Maryland,"Maryland, Lagos - #50 Ajose Street, Mende, Maryland, Lagos",14500,Budget Hotel,1533,NA,NA
Swiss International D'Palms Airport Hotel,Ajao Estate,"Ajao Estate, Lagos - 10/12 Kolawole Shonibare Street",16900,Airport Hotel,1347,7.8 Very Good,From 10 reviews
First World Hotel ,Ikeja,"Ikeja, Lagos - Plot 333 Adeyemo Akapo Lane Omole Phase 1",6000,Hotel,1254,NA,NA
The Federal Palace Hotel,Victoria Island,"Victoria Island, Lagos -  6-8, Ahmadu Bello Way, Victoria Island, Lagos",65900,Hotel,1682,NA,NA
Angle Villa Hotel,Lekki Phase 1,"Lekki Phase 1, Lagos - 1 Ogbunike Street, Lekki Phase 1",45000,Hotel,335,NA,NA
Class Suites Opebi Ikeja ,Ikeja,"Ikeja, Lagos - 17 Agbaoku Street, Off Opebi Road",15000,Hotel,1243,7.7 Very Good,From 5 reviews
Grand Park Hotel & Suites,Ejigbo,"Ejigbo, Lagos - 52, Segun Akinbili Street, Off Ailegun Road, Buckn...",13000,Hotel,438,7.1 Very Good,From 3 reviews
Downtown Royal Hotel Limited ,Ikeja,"Ikeja, Lagos - 22 Dipeolu, Off Awolowo Way",13000,Hotel,2720,6.8 Very Good,From 27 reviews
 Le Patriarche Lodge,Victoria Island,"Victoria Island, Lagos - 17c, Kayode Abraham Street, Off Ligali Ayorinde St...",15750,Lodge,419,NA,NA
Paradise Hotel And Garden,Ikeja,"Ikeja, Lagos - Plot 6/8, Alimi Ogunyemi Street, Cinema B/Stop Col...",5000,Hotel,1578,7.4 Very Good,From 9 reviews
DOWNTOWN ROYAL HOTEL GRA,Ikeja,"Ikeja, Lagos - 58b, Oladipo Bateye Street, By Works Road, GRA, Ne...",14000,Budget Hotel,1087,6.9 Very Good,From 15 reviews
Maple Hotel,Lekki,"Lekki, Lagos - Plot 8 Fatai Idowu Arobieke Street, Off Admiralty ...",40000,Hotel,1766,6.7 Very Good,From 21 reviews
Glorious Hotel And Suites Nig. Ltd,Ikotun,"Ikotun, Lagos - 25 Segun Irefin Street, By Synagogue Church Of All...",18000,Hotel,1509,7.8 Very Good,From 18 reviews
Ehi Guest House And Garden,Egbeda,"Egbeda, Lagos - 1-5, Zukada Close,  Off Shasha Road",5250,Hotel,564,NA,NA
Fryburg Suites,Victoria Island,"Victoria Island, Lagos - 5 Amodu Tijani Street, Off Sanusi Fafunwa Street",27000,Hotel,1974,NA,NA
Princebella Hotels ,Ikotun,"Ikotun, Lagos - 14, Modupe Shitta, Off Liasu Street, Ikotun",4000,Hotel,484,NA,NA
Stop Over Motels,Ajao Estate,"Ajao Estate, Lagos - International Airport Road, Ajao Estate",15950,Motel,1429,NA,NA
Welcome Center Hotels,Ikeja,"Ikeja, Lagos - 70 Murtala Muhammed International Airport Road Aft...",24950,Hotel,1109,6.5 Very Good,From 3 reviews
Inglesias Hotels,Surulere,"Surulere, Lagos - 13 Martins Street, Off Ojuelegba Road, Tejuosho",15000,Budget Hotel,1031,6.8 Very Good,From 29 reviews
Crystal Court Hotel,Lekki,"Lekki, Lagos - 3 Shakiru Anjorin Street (Road 39)Off Admiralty Ro...",30000,Hotel,722,7.7 Very Good,From 13 reviews
Placido's Place,Yaba,"Yaba, Lagos - No 5B Alakija Street,, Jibowu, Yaba",13000,Hotel,612,7.9 Very Good,From 9 reviews
Esporta Suites Hotel & Resorts Magodo,Magodo,"Magodo, Lagos - 8B CMD Road Magodo, Beside Magodo Brooks Estate",24000,Hotel,490,NA,NA
Clear Essence California Spa ,Ikoyi,"Ikoyi, Lagos - 13, Alexander Road",45720,Spa Hotel,646,NA,NA
Beachgate Resort Centre (Formerly Lekki Central Hotel),Lekki Phase 2,"Lekki Phase 2, Lagos - 5/7 Lekki Beach Road, Jakande Roundabout, Lekki-Ep...",12500,Hotel,1371,6.9 Very Good,From 22 reviews
House U Hotel MM,Iyana-Ipaja,"Iyana-Ipaja, Lagos - 11/13 Banjo Alaran(Adebayo Johnson) Street, Off Ab...",6000,Hotel,979,7.7 Very Good,From 3 reviews
Hotel Newcastle,Anthony,"Anthony, Lagos - 11, Adebayo Mokuolu Street, Anthony Village",20952,Hotel,910,NA,NA
Bluenest Hotels,Isolo,"Isolo, Lagos - 9, Osolo Way, Off Int'l Airport Rd., 7 ",9000,Hotel,795,7.7 Very Good,From 3 reviews
Greens Manor,Victoria Island,"Victoria Island, Lagos - 1 Goriola Street,off Adeola Odeku",30000,Hotel,521,7.8 Very Good,From 2 reviews
De Kings Suites,Magodo,"Magodo, Lagos - 12, Dipo Awolesi Str, Opp Magodo Police Poll Magod...",9000,Hotel,704,7.0 Very Good,From 15 reviews
The George Hotel,Ikoyi,"Ikoyi, Lagos - 30 Lugard Road",100000,Hotel,345,NA,NA
Tivoli Garden Hotel,Ikoyi,"Ikoyi, Lagos - 2-3 Olokun Close, Off Awolowo Road By Ademola Stre...",32500,Hotel,1493,NA,NA
Vintage Homes,Lekki,"Lekki, Lagos - 9B Dr Ezukuse Close, Off Admiralty Way, Lekki",18000,Apartment,951,7.0 Very Good,From 9 reviews
The Lagos Continental Hotel (Formerly Intercontinental Lagos Hotel),Victoria Island,"Victoria Island, Lagos - Plot 52A  Kofo Abayomi Street",133630,Luxury Hotel,2878,7.8 Very Good,From 18 reviews
Eldom Hotel Nigeria Limited ,Lekki,"Lekki, Lagos - Budo Pennisula Estate Phase 2, By Conoil Petrol St...",7000,Boutique Hotel,730,NA,NA
Klee Executive Hotel,Surulere,"Surulere, Lagos - 18, Adeniran Ogunsanya Street",6500,Hotel,594,7.1 Very Good,From 15 reviews
Trendy Inn Limited,Maryland,"Maryland, Lagos - 13 Adebowale Street, Mende",18000,Budget Hotel,521,6.5 Very Good,From 7 reviews
Baylis Suites (Formerly Bay's Suites),Ikeja,"Ikeja, Lagos - 58 Toyin Street ",20000,Hotel,891,7.6 Very Good,From 17 reviews
De Lawrence Court ,Ikeja,"Ikeja, Lagos - 12, Bamishile Street, New World Bus Stop, By Mama ...",13500,Budget Hotel,754,7.1 Very Good,From 17 reviews
Jyrox Royal Hotel,Ikorodu,"Ikorodu, Lagos - 1, Jyrox Royal Str, Behind Total Filling Station, ...",3500,Hotel,754,NA,NA
De Rolas Hotel Limited ,Ikorodu,"Ikorodu, Lagos - 1/3, Twins Avenue, Off. Bola Hameed Tinubu Road, O...",5000,Hotel,421,NA,NA
J. Gibson Hotel,Lekki Phase 1,"Lekki Phase 1, Lagos - No.34 Oyibo Adjarho Street Off Admiralty Way, Lekk...",25000,Hotel,311,6.7 Very Good,From 3 reviews
JonsLand Castle Hotel,Gbagada,"Gbagada, Lagos - 11/13 Oludele FaKunle, Ifako ",8635,Hotel,637,6.1 Very Good,From 19 reviews
Box Residence Hotel And Apartments,Lekki Phase 1,"Lekki Phase 1, Lagos - No 26B Oladimeji Alo Street, Ikate, Lekki 1",38500,Hotel,586,NA,NA
Four Points By Sheraton,Victoria Island,"Victoria Island, Lagos - Plot 9/10 Block 2 Oniru Chieftaincy Estate, Lekki ...",180400,Luxury Hotel,1379,7.6 Very Good,From 9 reviews
Goldlux Hotel And Suite,Iyana-Ipaja,"Iyana-Ipaja, Lagos - 293, Iyana-Ipaja Road, Opposite NYSC Camp",9000,Budget Hotel,858,6.2 Very Good,From 20 reviews
Cosmila Suites ,Festac ,"Festac , Lagos - Block 83 Plot 3557 Amuwo-Odofin  Residential Schem...",8000,Hotel,544,NA,NA
Hogan International Hotel ,Ojota,"Ojota, Lagos - 94 Emmanuel High St .",4500,Hotel,505,NA,NA
Organico House Hotel,Ajao Estate,"Ajao Estate, Lagos - No 1 Kunle Ogunade Close Off International Airport...",6000,Budget Hotel,679,6.1 Very Good,From 8 reviews
Blueseasons Hotel ,Surulere,"Surulere, Lagos - No 2 Thomas Animashaun Street, Off Onikoyi Street,...",7000,Hotel,313,7.8 Very Good,From 7 reviews
Becfom Hotels,Apapa,"Apapa, Lagos - 1/2, Randle Crescent, Apapa",6000,Budget Hotel,746,7.9 Very Good,From 3 reviews
Suncity Hotels,Surulere,"Surulere, Lagos - 44 Karimu Street, Off Itire Road, Towards Ojuelegb...",16000,Budget Hotel,1037,7.8 Very Good,From 11 reviews
Efex Hotel ,Yaba,"Yaba, Lagos - 77, Murtala Mohammed Way",6800,Hotel,739,NA,NA
Climax Hotels Iju-Ishaga,Iju Ishaga,"Iju Ishaga, Lagos - 13/17 Akinde Street, Off Balogun Road, Balogun Bus...",5100,Hotel,488,NA,NA
K Royal Hotel,Ikotun,"Ikotun, Lagos - 30 Olasani Bello Street Off Omo-Oye",2500,Hotel,391,6.6 Very Good,From 4 reviews
Kelin Height Hotel,Surulere,"Surulere, Lagos - NO 2, Bola Shadipe Street Off Adelabu Street., Mas...",23500,Hotel,672,NA,NA
POSH APARTMENT BUSINESS AND HOTEL(GRA),Ikeja,"Ikeja, Lagos - 24A, Adekunle Fajuyi Way,, Ikeja GRA, Lagos",17500,Hotel,800,NA,NA
Piccadilly Suites,Lekki,"Lekki, Lagos - 3 Piccadilly Street Agungi",14000,Budget Hotel,679,NA,NA
Rockview Hotels Limited (Apapa),Apapa,"Apapa, Lagos - 17b, Parklane",18375,Hotel,878,6.0 Very Good,From 1 review
Leawood Hotel,Lekki,"Lekki, Lagos - KM 23, Lekki Epe Expressway, Oko-Ado",20000,Hotel,780,7.5 Very Good,From 3 reviews
Banilux Guest House,Yaba,"Yaba, Lagos - 2/8, Chapel Street, Sabo Yaba",15000,Guest House,603,7.4 Very Good,From 5 reviews
Double One Suites,Ikeja,"Ikeja, Lagos - 11 Bamako Estate, Hotel Bus-stop Omole Ojodu Ikeja",8500,Hotel,205,7.1 Very Good,From 7 reviews
Ikoyi Fairview Apartments,Ikoyi,"Ikoyi, Lagos - 89 Lafiaji Way Dolphin Estate",20000,Hotel,1853,7.1 Very Good,From 55 reviews
Hampton Suites,Victoria Island,"Victoria Island, Lagos - 29, Oju Olobun Street, Off Bishop Oluwole",23000,Hotel,663,NA,NA
TopFlight Royale Hotel,Abule Egba,"Abule Egba, Lagos - 5/7, Oyegunle Close, Pipeline Junction.Ile-Epo. La...",10500,Hotel,333,NA,NA
RoyalView Hotel And Suites,Ajao Estate,"Ajao Estate, Lagos - 5/7 Adeola Ajayi Crescent, Aviation Estate By Airp...",25000,Hotel,1139,NA,NA
Thandis Suites,Ikeja,"Ikeja, Lagos - 63 Oba Babinton Ashaye Street Omole Estate Phase 1...",7000,Hotel,452,NA,NA
Peninsula Hotel,Lekki,"Lekki, Lagos - Block 94, Plot 16, Lekki-Epe Expressway, (Providen...",90000,Hotel,1068,7.6 Very Good,From 25 reviews
Sunfit International Limited,Amuwo-Odofin,"Amuwo-Odofin, Lagos - 327/329 Rafiu Babatunde Tinubu Road, Amuwo Odofin ...",30250,Hotel,852,7.2 Very Good,From 10 reviews
O'degree Luxury Hotels,Victoria Island,"Victoria Island, Lagos - 322A Akin Ogunlewe Street Off Ligali Ayorinde Stre...",20000,Hotel,387,NA,NA
Sweet Life Home,Lekki,"Lekki, Lagos - 2 Ivory Street, Off First Avenue, Behind AA Rescue...",20000,Hotel,244,NA,NA
Precinct Comfort,Ikoyi,"Ikoyi, Lagos - 17 Ribadu  Road, Off Awolowo Road ",17800,Hotel,968,NA,NA
NSPRI GUEST HOUSE,Yaba,"Yaba, Lagos - 32/38, Barikisu Iyede Street, Abule Oja-Onitiri",20000,Guest House,899,6.7 Very Good,From 9 reviews
Precinct Comfort Services,Yaba,"Yaba, Lagos - 20 Harvey Road Off Herbert Macaulay",18000,Hotel,724,6.8 Very Good,From 13 reviews
Lamia Inn Guest House,Victoria Island,"Victoria Island, Lagos - 19A, Idejo Street, Off Adeola Odeku Street",25000,Hotel,475,6.2 Very Good,From 7 reviews
Perch Hotel & Suites,Surulere,"Surulere, Lagos - 27/29 Ikale Street, Off Imam Shuaib Street By Ogun...",11000,Hotel,274,NA,NA
De Bluezzz Hotel,Shomolu,"Shomolu, Lagos - 12, Anuoluwapo Street, By Stanbic Bank Shomolu, Ne...",6000,Hotel,348,7.2 Very Good,From 5 reviews
Excellence Hotel ,Ikeja,"Ikeja, Lagos - Ogba Ijaiye Road",17800,Hotel,999,NA,NA
Morning Side Suites,Victoria Island,"Victoria Island, Lagos - 11B Taslim Elias Close Off Ahmadu Bello Way",31000,Hotel,782,NA,NA
Quietlane Residence,Ikeja,"Ikeja, Lagos - 1, Olu Akerele Street Off Obafemi Awolowo Way, Nea...",13900,Hotel,685,NA,NA
Vicmike Villa Hotel,Festac,"Festac, Lagos - Plot 65B, G 1 Close 21 Road By 4th Avenue Junction...",13000,Hotel,607,6.8 Very Good,From 9 reviews
Hadmof Inn ,Yaba,"Yaba, Lagos - 21 Moore Road Off Herbert Macaulay Way Yaba Mainla...",17000,Budget Hotel,603,6.6 Very Good,From 15 reviews
El Castillo Homes,Lekki,"Lekki, Lagos - 8 Mudashiru Eletu Way, Osapa London, Lekki ",20000,Hotel,382,NA,NA
Harmony Castle,Ikorodu,"Ikorodu, Lagos - 70/72, Gbasemo Street, Aga.",7810,Hotel,594,NA,NA
Suru Express G.R.A Ikeja,Ikeja,"Ikeja, Lagos - 49A, Joel Ogunnaike Street Off Mobolaji Bank Antho...",30000,Hotel,352,NA,NA
Golden King (GKA) Festac ,  Festac,"  Festac, Lagos - 1st Avenue, I Close House 3, Festac Town, Lagos, F...",9000,Hotel,332,7.4 Very Good,From 2 reviews
Alpha Suites,Lekki ,"Lekki , Lagos - No 53 Ajiran Road, Agunji, Lekki",7800,Apartment,291,NA,NA
The Cheery Manor,Ibeju-Lekki,"Ibeju-Lekki, Lagos - Oba Tajudeen Elemosho Street, Oke-Odo, After Green...",25000,Hotel,283,7.7 Very Good,From 3 reviews
The Sanzak Place,Victoria Island,"Victoria Island, Lagos - 159A, Sinari  Darinijo Street, Off Ligali Ayorinde...",13500,Hotel,2497,6.2 Very Good,From 21 reviews
Aries Suites,Ikoyi,"Ikoyi, Lagos - Plot 2, Block 12, Ogun Street, Osborne Forshore Es...",35000,Hotel,772,7.2 Very Good,From 18 reviews
Terrace Green Hotels ,Ajao Estate,"Ajao Estate, Lagos - 12 Olabode Street, Off Muritala Mohammed Internati...",18000,Hotel,720,6.4 Very Good,From 11 reviews
Bolad Hotel ,Gbagada,"Gbagada, Lagos - 2 Estaport Street Sholuyi, Egbeda Phase II",5000,Hotel,616,7.2 Very Good,From 5 reviews
Brighams Suites Limited,Festac,"Festac, Lagos - 1th Avenue,Plot 854 Festac Town",20000,Hotel,529,7.8 Very Good,From 5 reviews
Hotel Tropicana,Maryland,"Maryland, Lagos - 22, Ajose Street, Mende",6500,Hotel,691,7.8 Very Good,From 9 reviews
A J Hotel By EcoSignature,Igando,"Igando, Lagos - 7 Arowojobe Street By College Bus Stop, Lasu-Isher...",8500,Hotel,531,NA,NA
Kristabel Hotel Plaza,Gbagada,"Gbagada, Lagos - 28 Atodele Okeowo St Sholuyi",10000,Hotel,430,6.0 Very Good,From 3 reviews
Ocean Pavilion Hotel ,Lekki,"Lekki, Lagos - 16 Ologolo Drive, Off Lekki Beach Entrance, Jakand...",10000,Hotel,1401,NA,NA
Wadbash Hotel,Ajah,"Ajah, Lagos - Km 45 Lekki- Epe Express Way Sangotedo Townrn",11000,Hotel,395,NA,NA
Sada Cruz Suites,Festac,"Festac, Lagos - Plot 472A 4Th Avenue ",9000,Hotel,374,NA,NA
Trinity Apartment,Lekki,"Lekki, Lagos - No. 65 Ajiran Road, Agungi Bus Stop, Lekki",7000,Apartment,1548,6.4 Very Good,From 25 reviews
Rightgate Hotel,Ikeja,"Ikeja, Lagos - 7 Omoyemi Adesoga Close, Toyin Street",30000,Boutique Hotel,1161,NA,NA
Radisson Blu Hotel Ikeja (Formerly Renaissance Hotel),Ikeja,"Ikeja, Lagos - 38/40 Isaac John Street",165000,Hotel,663,NA,NA
Epe Resort,Epe,"Epe, Lagos - Opposite Lagos State Driving Institute Epe-Itokin ...",50000,Hotel,661,NA,NA
New Parissona Hotel International,Ojota,"Ojota, Lagos - 5 Victoria Street Off Ogudu Road",5000,Hotel,413,NA,NA
RM Suites,Ikeja,"Ikeja, Lagos - 6-8, Ayodele Lane, Off Siyanbola Close, Akora Vill...",15000,Hotel,406,7.8 Very Good,From 6 reviews
De Meros Hotel Annex,Ikeja,"Ikeja, Lagos - 9/11 CMD Road Magodo GRA Phase 2 Ikeja ",22000,Hotel,283,NA,NA
Mambillah Hotel,Ikorodu,"Ikorodu, Lagos - 6-10 Omodisu Street Off Isawo Road,Beside Oando Fi...",11000,Hotel,696,6.9 Very Good,From 14 reviews
The Cate House ,Victoria Island,"Victoria Island, Lagos - 21A, Akarigbere Close, Opposite Eko Gym, Off Idejo...",36300,Hotel,387,NA,NA
De Next Centre Resorts Limited,Ajao Estate,"Ajao Estate, Lagos - 16/18 Olutosin Ajayi Street, Ajao Estate, Off Muri...",9000,Budget Hotel,1020,6.5 Very Good,From 15 reviews
Goosepen Suites Lagos,Victoria Island,"Victoria Island, Lagos - Plot 19 - 21 Olaletan  Street Off Onigefon Road, O...",45000,Hotel,493,7.7 Very Good,From 4 reviews
Kolex Hotels,Yaba,"Yaba, Lagos - 2 Olufeko Close Off Femi Adebule, Fola Agoro, Shom...",4800,Hotel,702,7.3 Very Good,From 12 reviews
Newstar Hotels Limited ,Ajah,"Ajah, Lagos - 2, Adewunmi Street , Behind Alesh Hotels Limited, ...",4000,Hotel,443,NA,NA
Adunola Villa Serviced Apartment ,Surulere,"Surulere, Lagos - 17 Sabiu Ajose Street, Off Bode Thomas",20000,Hotel,490,NA,NA
Manyxville Hotels ,Lekki,"Lekki, Lagos - Plot 12 Otunba Adeleke Adesina Street, By Jeremiah...",38500,Hotel,326,7.2 Very Good,From 6 reviews
Esporta Hotels Yaba,Yaba,"Yaba, Lagos - 29, Adebisi Street, Adekunle B/stop Behind Panti P...",18000,Hotel,276,6.5 Very Good,From 4 reviews
Alesh International Hotel,Ajah,"Ajah, Lagos - 1, Alesh Hotel Road, Ajah, Eti-Osa",9500,Hotel,551,NA,NA
Charlie's Place And Suites,Victoria Island,"Victoria Island, Lagos - 49 Lasode Crescent, Off Olaniyi Olumide Crescent B...",15000,Hotel,709,7.3 Very Good,From 10 reviews
"PRIMAL HOTEL, IKEJA",Ikeja,"Ikeja, Lagos - 46B, Isaac John Street, G.R.A. Ikeja",30000,Hotel,612,NA,NA
Million Dollar Hotel,Gbagada,"Gbagada, Lagos - 5 Gbala Street, Off Oke Owo Street After Deeper Li...",8500,Million Dollar Hotel,423,NA,NA
"De Bluezzz, Bariga",Bariga,"Bariga, Lagos - 20, Abeokuta Street,",6000,Hotel,317,NA,NA
Starjen International Hotel,Ojo,"Ojo, Lagos - Km 21, Lagos Badagry Expressway  Doyin Bus-Stop Ok...",8800,Hotel,118,NA,NA
Hotel 61 (Formerly Georgetown Hotel),Ikeja,"Ikeja, Lagos - 61, Joel Ogunnaike Street, GRA",32000,Hotel,733,NA,NA
Hotel Royale,Isheri,"Isheri, Lagos - 18, Ogun River Road,ojodu Berger",11500,Hotel,726,6.6 Very Good,From 5 reviews
Surulere Guest House,Surulere,"Surulere, Lagos - 65A Itire Road",5500,Guest House,689,6.9 Very Good,From 7 reviews
Sese Cottage,Ikeja,"Ikeja, Lagos - 45, Olu Akerele Street, By Balogun Bus Stop (Behin...",18000,Hotel,358,NA,NA
Maximus Lounge & Bar,Ikeja,"Ikeja, Lagos - 4, Adeniyi Jones, Ikeja",12500,Hotel,218,NA,NA
Colonades Hotel ,Ikoyi,"Ikoyi, Lagos - 21 Alfred Rewane Road (Kingsway Road)",55250,Hotel,938,NA,NA
ALOMA SUITES AND HOTEL,Egbeda,"Egbeda, Lagos - 17, Oduwole Street, By Abule Odu Bus Stop, Off Idi...",6000,ALOMA SUITES AND HOTEL,369,6.2 Very Good,From 2 reviews
Sammy Star Suite,Festac,"Festac, Lagos - 41 Road D Close Amuwo-Odofin",4000,Hotel,274,NA,NA
Amara Suites Eko Atlantic Apartments, Victoria Island," Victoria Island, Lagos - Eko Atlantic City, Victoria Island",165000,Apartment,133,NA,NA
Esado Suites,Ikeja,"Ikeja, Lagos - 2, Akingbola Street, Off Olarenwaju, Oregun",12000,Hotel,975,7.2 Very Good,From 18 reviews
MARBLE BRAND HOTEL,Ikeja,"Ikeja, Lagos - No. 35 Oritshe Street, Off  Balogu B/stop, Awolowo",12000,Hotel,646,7.6 Very Good,From 8 reviews
Global Inn And Resort,Ajah,"Ajah, Lagos - No. 100 Addo Badore Road, Papa Bus Stop Badore",10000,Hotel,426,7.2 Very Good,From 3 reviews
Treasure Palace Hotel And Resort,Alimosho,"Alimosho, Lagos - 1, Treasure Palace Close, Off Ikotun-Igando Road",,Resort,389,NA,NA
Amenze Guest House,Magodo,"Magodo, Lagos - No 1 Moses Iguodala Close, Off CMD Road, Shangisha...",5000,Guest House,330,NA,NA
Best Connection Hotel Ltd ,Oshodi-Isolo,"Oshodi-Isolo, Lagos - 23 Mafoluku Garage Road Off Airport Road Oshodi-Is...",7500,Hotel,421,6.4 Very Good,From 2 reviews
Ai-Royal Hotel ,Ikorodu,"Ikorodu, Lagos - 36,Samsideen Jaiyesimi Street,  Ikorodu, Aga,  Lag...",15000,Hotel,479,NA,NA
Peace Hotels (Annex),Ikeja,"Ikeja, Lagos - Plot 248 Muyibat Oyefusi Crescent, Off Adeyemo Aka...",9500,Hotel,181,NA,NA
Njoy Hotels And Suites,"Opebi,Ikeja","Opebi,Ikeja, Lagos - No 6 Gafari Balogun Street, By Salvation Road, Ope...",10000,Budget Hotel,80,NA,NA
Millicent Hotel And Suites,Surulere,"Surulere, Lagos - 45B, Ijesha Rd, By Adedeji Bus Stop, Surulere",10000,Hotel,718,7.2 Very Good,From 14 reviews
The Wheatbaker Hotel Lagos,Ikoyi,"Ikoyi, Lagos - 4 Onitolo Road (Lawrence Road)",170820,Boutique Hotel,672,NA,NA
Beij Inn And Suites,Ogudu,"Ogudu, Lagos - 26, Emmanuel High Street",20000,Hotel,467,NA,NA
Martinos Hotels And Event Center,Ikeja,"Ikeja, Lagos - Plot 1, Otunba Jobi-Fele Way, Ikeja",15400,Hotel,425,NA,NA
Blackwood Hotel,Ikeja,"Ikeja, Lagos - 11, Olu Akerele Street, Off Awolowo Road",20000,Hotel,423,NA,NA
Ben Auto Event Place And Hotel,Akowonjo,"Akowonjo, Lagos - No 17 Oladipupo Fafore Street, Santos Layout, Akow...",7000,Hotel,386,6.5 Very Good,From 10 reviews
CARAVEL SUITES,Victoria Island,"Victoria Island, Lagos - NO 210B, MURI OKUNOLA STREET",32000,Hotel,363,NA,NA
Suru Express Hotel,Surulere,"Surulere, Lagos - Plot 104, Muritala Animashaun Close, By PHCN Quart...",25000,Hotel,315,7.1 Very Good,From 6 reviews
Elicris Place Opebi,"Opebi,Ikeja","Opebi,Ikeja, Lagos - 6, Anuoluwapo Str Off Agbaoku Rd Awoshika Bus Stop...",16000,Hotel,430,NA,NA
Goddis Apartments,Ikeja,"Ikeja, Lagos - 5, Henry Adefowope Crescent, End Of Ajanaku Street...",13000,Hotel,419,NA,NA
Kokobi Continental Hotels Limited,Egbeda,"Egbeda, Lagos - 1-3 Church Close Behind 108 Shasha Road Abati Bus ...",5000,Hotel,372,6.3 Very Good,From 5 reviews
Vertical View Hotel,Ikorodu,"Ikorodu, Lagos - Back Of Cementry, Ebute, Igbogbo Road, Ikorodu",8000,Hotel,255,NA,NA
Ojei Golden Gate Hotel And Suite ,Ejigbo,"Ejigbo, Lagos - 173 Isolo Way Cele Ikotun Egbe B/stop Near Egbe Br...",4500,Hotel,252,NA,NA
Roswell Tipton House Lekki,Lekki,"Lekki, Lagos - 19 Ladipo Omotosho Cole Street, Lekki Phase 1 ",27000,Apartment,248,NA,NA
The Lion House Hotel,Magodo GRA 2 ,"Magodo GRA 2 , Lagos - 5 Kola Amodu Crescent, Off Shittu Way, Magodo GRA ...",25000,Hotel,188,NA,NA
Florida Motel,Isolo - Oshodi,"Isolo - Oshodi, Lagos - 6, Fatai Irawo Street, Ajao Estate",4000,Hotel,175,NA,NA
Radisson (Formerly Protea Hotel Ikeja),Ikeja,"Ikeja, Lagos - 42/44 Isaac John Street, GRA",,Luxury Hotel,1981,7.9 Very Good,From 10 reviews
Larex International Hotel,Yaba,"Yaba, Lagos - 75 Shipeolu Street Palmgroove",5000,Hotel,393,6.9 Very Good,From 7 reviews
K And C Event Place And Suites,Abule Egba,"Abule Egba, Lagos - Plot 26, Ogundele Street, Oja-Oba, Abule Egba, Lag...",10000,Hotel,278,NA,NA
